Video id,Title,Description,Category
Km_hjQMYnMs,LTV Tour Afterglow | Q&amp;A with The Wendlands,"Have you seen our Leisure Travel Vans tour? Check it out here: https://youtu.be/vwcsmFfotD4. In this stream we go over some finer details about the tour and our current model, THe Wonder RTB. Let us know what you think in the comments below! Thanks for joining us!

SUBSCRIBE to our Channel to Get More RV Travel Videos and Tips: http://bit.ly/RVLifestyleYT

JOIN OUR RV COMMUNITY (free!) and get our weekly RV insiders newsletter, plus exclusive member-only discounts, free guides and other perks at https://rvlifestyle.com/community

Check out our apparel store!  Get hats, T-shirts, sweatshirts and clothing that shows your love of camping, exploring and the RV Lifestyle at http://shop.rvlifestyle.com

To see master lists of all the products, apps, gadgets and gizmos that we mention on the blog, podcast or here on the RV Lifestyle Channel, go to http://roadtreking.com/gear  We update the lists regularly as we try or hear about new stuff of interest to RVers.

Don't forget to like us on Facebook:
https://www.facebook.com/rvlifestylepage/

Join the RV Lifestyle community on Facebook:
https://www.facebook.com/groups/roadtreking

Follow us on Twitter:
https://twitter.com/rvlifestylemike

Watch More: 
RV Tips & How-To's: https://www.youtube.com/playlist?list=PLomKLKY-E0SfwOSDfQI9kxALS2a5NJus_
Best RV Trips: https://www.youtube.com/playlist?list=PLomKLKY-E0Se84SrAIrwXcnpu91pjTw4L
How We Roll: https://www.youtube.com/playlist?list=PLomKLKY-E0SfhmvurXWWML0p5y1BTd4ZM

We're journalists Mike and Jennifer Wendland, and we travel the country in an RV doing RV travel videos about the RV Lifestyle. Please subscribe to our channel for more RV Lifestyle videos! We like to virtually take you with us and regularly do lIve reports from our RV travels and also post new RV videos a couple times a week. Pleas subscribe so you'll know when there's new content here.

DISCLAIMER: We often review or link to products & services we regularly use and think you might find helpful. To support the channel, we use Affiliate links wherever possible, which means if you click one of the links in this video or description and make a purchase we may receive a small commission or other compensation. Thanks for the support!


#rvlifestyle #Q&A",Travel
Stm2haATnQg,"BigRigTravels LIVE! Mattoon, IL to Nashville, TN IL 130, I-64, US 41, I-69, I-169, I-24-Oct. 7, 2018","Begin in Mattoon, IL and go east on IL 16 to Charleston. Then south on IL 130 to Greenup for a fuel stop, and continuing south on IL 130 through Newton, Olney, Albion and Grayville to I-64. Then east on I-64 into Indiana to US 41, US 41 south through Evansville, IN and into Kentucky, south on I-69 and the Pennyrile Parkway(also I-169) to I-24, and I-24 east into Tennessee and through Nashville(and lots of traffic) to TA truck stop on the southeast side of Nashville.

Trip: Bolingbrook, IL-Hodgkins, IL-Opelika, AL(798 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Facebook: https://www.facebook.com/BigRigTravels/
Road Crew Page :https://www.facebook.com/groups/183265405558688/  #trucking #BigRigTravels #BigRigSteve",Travel
j7-VpZhhKCA,What to Pack for Japan - 25 Essentials,"Going to Japan?  What should you pack? Here are 25 essential items you should pack when you are going to Japan!  EXPAND DESCRIPTION FOR MORE INFO.
First what to put in your luggage:

1 - Shoes that are easy to take off - Many attractions like temples and restaurants require you take off your shoes -- and socks that don’t look ugly since people will be seeing them.  (Giveaway)

2- Big Slippers if you have big feet

3- Small Luggage - Pack Light because there isn’t much space on the Shinkansen - My favorite is Rimowa.

4- Clothes -- Smart Casual -- Layers so you can take them off on the train if its too hot.  Trains in the winter are usually heated to be quite warm.

5- OTC Meds you might want

6- Print outs of your flights and hotel reservations

7- Maps for your hotels and attractions printed from Japanese websites with destination names in Japanese

8- Credit Card & ATM Card with No Foreign Transaction Fees

9- JR Pass Exchange Order (if you bought one)

10 - Drivers License and International Drivers Permit

11 - Wrist Watch to know the time for catching trains

12 - Folding Duffel Bag for all the extra stuff you buy

13 - Day Bag like a Shoulder Bag or small backpack - You’ll be out in the city..   man purse

What to carry in your bag (You can buy many of these in Japan)

14 - Cash

15 - Coin Purse

16 - Passport for tax free discounts

17 - Towel/Handkerchief/Kleenex/Paper Towels

18 - Hand Sanitizer because soap isn’t common

19 - Plastic Bag for your trash

20 - Smart Phone / Pocket Wifi / Battery Pack

21 - Phone Apps:  Hyperdia and Google Translate

22 - JR Pass / Suica Card

23 - Subway/train map.  City map.

24 - Hotel name in Japanese.  Destination in Japanese.

25 - Umbrella (Buy for 500 Yen in Japan)

26 - Fork if you can’t do chopsticks

What you DON’T Need to pack:

Power Adaptor if you’re coming from the US
Toothbrush
Shampoo

NEXT LIVE STREAM: Monday May 21, 2018 @ 8pm LA time! Follow me on Facebook for more updates!

Want to watch my travel guides on Japan?  Watch them in my Japan playlist here: 
https://youtu.be/28KhEfk8sGo&?list=PL14F9F774CE8798C3

Missed my last live stream?  Watch my previous live stream on United Kingdom vs USA - 20 Differences: https://youtu.be/BzMlU7hkIKw

Or browse through all my Monday Live Streams in this playlist:: https://www.youtube.com/playlist?list=PLOVadUHX1B-JGLMwqvLbS9kkgAlhNWTp2

CLICK HERE TO SUBSCRIBE: http://bit.ly/yellowwsub


Yellow Productions on Social Media:
FACEBOOK: https://www.facebook.com/YellowProductionsTravel
INSTAGRAM: https://www.instagram.com/yellowwproductions/
TWITTER: ChrisRaney
GOOGLE+: https://google.com/+yellowwproductions

Check out my blog at:
http://yelloww.net",Travel
tZ9IYBogmXI,"BigRigTravels LIVE! near La Grande, Oregon to Twin Falls, Idaho I-84 East-Mar. 6, 2019","Continue eastbound on I-84 from near La Grande passing by Baker City and the Blue Mountains to Ontario, stopping in Ontario for the half hour break. Then back on I-84, into Idaho, through Caldwell, Nampa, Meridian and Boise, by Mountain Home and on to truck stop near Twin Falls, ID for the night.

Trip: Burbank, WA-Pasco, WA-Concord, NC(2657 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #oregon",Travel
9viH2ROCwNU,Travel and Slay Giveaway Announcement!!!,"Hey Flybabes! Welcome back to my channel! Today I’m so happy to announce the winner of my first giveaway! I’ve teamed up with an amazing travel blogger @Flightsinstilettos who recently featured me in her amazing travel blog! You can find the link below. Special thanks to everyone who participated! My next giveaway will be at 1000 subscribers!


Rules of the giveaway:: 
•Subscribe to my channel and comment done under this video 
•Follow me on IG and comment done under the Travel and Slay post  
•Follow Flightsinstilettos on IG and comment done under the Travel and Slay post  
• Tune in Friday to see the winner!!  
 

Meet @Flightsinstilettos **Check her out***
Ig:: https://www.instagram.com/Flightsinstilettos/

Blog:: https://flightsinstilettos.com/2018/09/21/service-with-slay-flight-attendant-shernay-davis-dishes-about-her-career-as-a-flight-attendant/ 


*Featured Products* 
• https://flightsinstilettos.com/product/fis-goddess-headband/ 
• https://flightsinstilettos.com/product/fis-golden-girl-sexy-traveler-t-shirt-white-large/ 
• https://flightsinstilettos.com/product/fis-bling-wine-glass-handbag-pendant/
• https://flightsinstilettos.com/product/fis-brush-it-with-bling-paddle-hair-brush/ 
• https://flightsinstilettos.com/product/fis-my-sweet-things-travel-size-jewelry-box/ 

First time on my channel? Check out my last video::  

https://youtu.be/PpgmyZLB8io

Let’s be friends! 
https://mobile.twitter.com/FlybyNay 
https://www.instagram.com/flybynay/   
https://www.snapchat.com/add/naybear_2k1

~~I work for a major airline, but the views expressed are mine and do not necessarily represent the views of my employer.~~",Travel
7Ugf51ujEmY,Ask Us Anything: Preparing for Our California Trip and Meet-Ups,"Thanks for joining us this week! There's a lot going on as we prepare for our trip out west. We answer your thoughts and questions on the RV lifestyle. 

We talk about the latest tech in the RV industry including the new WATT fuel cell, our upcoming events, and our recent RV sale and future model. 

SUBSCRIBE to our Channel to Get More RV Travel Videos and Tips: https://www.youtube.com/roadtrekingmike?sub_confirmation=1

Want to learn the ins-and-outs of Boondocking and save some money along the way? Check out our e-book called the Beginners Guide To Boondocking: https://bit.ly/2zH4S6a

Check out our apparel store!  Get hats, T-shirts, sweatshirts and clothing that shows your love of camping, exploring and the RV Lifestyle at http://shop.rvlifestyle.com

Get a 10% discount at Harvest Hosts! Overnight at an attraction, winery, or other exclusive locations: roadtreking.com/harvesthosts

Grab our FREE Ebook - The Ultimate Guide to RV Travel with a Dog - http://roadtreking.com/dogguide. 
You can download it instantly. Read it on your computer or tablet, print it out, even share it with friends. It's absolutely free, with no strings attached.

To see master lists of all the products, apps, gadgets and gizmos that we mention on the blog, podcast or here on the RV Lifestyle Channel, go to http://roadtreking.com/gear  We update the lists regularly as we try or hear about new stuff of interest to RVers.

Don't forget to like us on Facebook:
https://www.facebook.com/roadtreking

Join the Roadtreking community on Facebook:
https://www.facebook.com/groups/roadtreking

Follow us on Twitter:
https://twitter.com/roadtreking

Watch More: 
RV Tips & How-To's: https://www.youtube.com/playlist?list=PLomKLKY-E0SfwOSDfQI9kxALS2a5NJus_
Best RV Trips: https://www.youtube.com/playlist?list=PLomKLKY-E0Se84SrAIrwXcnpu91pjTw4L
How We Roll: https://www.youtube.com/playlist?list=PLomKLKY-E0SfhmvurXWWML0p5y1BTd4ZM

We're journalists Mike and Jennifer Wendland, and we travel the country in an RV doing RV travel videos about the RV Lifestyle. Please subscribe to our channel for more RV Lifestyle videos! We like to virtually take you with us and regularly do lIve reports from our RV travels and also post new RV videos a couple times a week. Pleas subscribe so you'll know when there's new content here.

DISCLAIMER: We often review or link to products & services we regularly use and think you might find helpful. To support the channel, we use Affiliate links wherever possible, which means if you click one of the links in this video or description and make a purchase we may receive a small commission or other compensation. Thanks for the support!",Travel
FOwkN8U_SXM,"BigRigTravels LIVE! Indianapolis, Indiana to Belvidere, Illinois I-74 &amp; I-39-Feb, 21, 2019","From Indianapolis, IN west on I-74 into Illinois to Bloomington, then taking I-55 north briefly to I-39, then I-39 north to Rockford, and US 20 east to Belvidere, IL.

Trip: Walton, KY-Vandalia, OH-Madison, WI(534 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #indiana  #illinois",Travel
zE9mXhEvj7Y,"70,000 Subs and Giveaway || Next 1 month Travel Plan || Kumbh - Delhi - Punjab","\There is no bigger pleasure in Life than to meet new people and eat some lovely food. I love FOOD and love to Travel for Delicious FOOD. Here on Chow Down my Lane, I'll take you on a journey of the ultimate culinary experience.
I was so impressed when i read somewhere ""Food is the Silent Language of Happiness""

I'll try bring this happiness to you.

Please write to me at connect@chowdownmylane.com and give me your feedbacks, appreciations, comments and where we can improve.

Also what you want to see and where all you want me to visit.

Look forward to you company in this journey, down this lane of Happiness.

Sarthak
Chow Down My Lane

Website and Blogs - www.chowdownmylane.com
Skype - https://join.skype.com/invite/SH61g3lozfBG

Camera I use - http://amzn.to/2xQilsM

Canon 80D - http://amzn.to/2xQilsM

Gorilla Tripod Small - http://amzn.to/2hhQo2h

Joby Gorilla Tripod - http://amzn.to/2xQtcTA

Canon 1200D - http://amzn.to/2jJP64C

Canon 1300D - http://amzn.to/2xQGW0L

Seagate 1TB HD - http://amzn.to/2hhGnCh

Seagate 2TB HD - http://amzn.to/2w6s4GU",Travel
6bDGvIE7I_A,EXCITING NEWS!,"*Thank you so much for watching and subscribing to my channel!*

Click here to watch more of my Videos! :)

https://www.youtube.com/channel/UC81nONaLEJFTiK8Cj-RGULg?sub_confirmation=1


If you would like to support my round the world trip and help me create more awesome content for you please consider becoming one of my patrons :)

https://www.patreon.com/traveLeah
(Sign up for rewards such as postcards from my travel destinations ,video call travel consultations, Producer credits, early release of videos, exclusive content which isn't on my social media, etc) 

Use my Code! We both get some $$$

https://www.airbnb.com/c/leahs1063

 LETS BE FRIENDS! 

▹ BLOG ‣ http://www.traveLeah.com/blog
▹INSTAGRAM ‣ https://www.instagram.com/leahliscious
▹SNAPCHAT ‣ Leahliscious
▹FACEBOOK ‣ https://www.facebook.com/TraveLeah

------------------------------- 
▹WEBSITE – www.TraveLeah.com

▹BUSINESS/INQUIRIES – hi@TraveLeah.com
 ------------------------------- 
EDITING ▹ ‣ iMovie
 ------------------------------- 
CAMERA ▹ ‣ SONY A5000 - http://www.amazon.co.uk/Sony-Alpha-24...

RING LIGHT ▹ ‣https://www.amazon.de/gp/product/B072ZX9HP3/ref=oh_aui_detailpage_o03_s01?ie=UTF8&psc=1

TRIPOD ▹ ‣ https://www.amazon.de/gp/product/B003W3I4D2/ref=oh_aui_detailpage_o03_s00?ie=UTF8&psc=1",Travel
q422N5SP0r8,"BigRigTravels LIVE! West Memphis, Arkansas to Sonora, Kentucky I-40 &amp; I-65 Feb. 5, 2019","From West Memphis, AR east on I-40 across the Mississippi River into Tennessee and Memphis, passing right by downtown Memphis, and on east on I-40 to Nashville, to I-65, then north on I-65 into Kentucky through Bowling Green to Sonora, KY for the half hour break.

Trip: Denton, TX-Dallas, TX-Johnstown, NY(1695 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #tennessee  #kentucky",Travel
P6Kbd-PEa2A,"Fan Q&amp;A on YouTube Live: July 8, 2017 - THE ONE TO WATCH","Travel advice and tips and travel questions answered. Thank you to everyone for watching and supporting us today! Sorry for all the technical issues, but we figured it out in the end :)
Big travel hug to you all!
Mark
USA Today & 10Best's #1 Independent Travel Videographer 2014

FlipKey by TripAdvisor Top 10 Travel Bloggers 2014

Our Equipment

Sony Alpha a6000 Digital Camera. Great for Capturing Amazing Photos and HD Video.  http://amzn.to/2bBMnWg

GoPro Hero4: Digital Camera for On The Go Fun in 4K  http://amzn.to/2cbYkz4

SanDisk Extreme Pro 64 GB - SD Disk: For Saving All The Video Footage Without Having to Switch Chips http://amzn.to/2bSjCE3

Video Editing Software: Sony Movie Studio 13 - Fast, Easy & Affordable to Make Great Videos at a Great Price http://amzn.to/2bBjhrF

Tripod - Manfrotto Compact Travel Tripod - The Size to Travel, but the Sturdiness of a Professional Tripod http://amzn.to/2bRSVAV


For More Travel Gear & Accessories Visit Our Amazon Travel Gear Shop
http://astore.amazon.com/woltworl02-20 

Find More Videos At:
http://www.woltersworld.com 

Subscribe to Wolters World on YouTube! 
http://www.youtube.com/woltersworld

Follow Us At
http://www.facebook.com/woltersworld
http://www.twitter.com/woltersworld
http://www.instagram.com/woltersworld",Travel
9M6h-30gHb4,"BigRigTravels LIVE! Oklahoma City to Ponca City, Oklahoma I-40, I-44, I-35 &amp; US 60-Feb. 25, 2019","From the west side of Oklahoma City east on I-40 to I-44, east on I-44 to I-35, north on I-35 to US 60, and east on US 60 to Ponca City, OK.

Trip:  Oklahoma City, OK-Ponca City, OK-Denver, CO(717 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #oklahoma",Travel
OXboD926G8A,Live From Utah! Ask Us Anything with the Wendlands,"Live here from Arches National Park with another edition of Ask Us Anything about the RV Lifestyle. Thanks for joining us! Feel free to ask more questions below or head over to our wonderful RV community and chat with us all there: www.rvlifestyle.com/facebook

SUBSCRIBE to our Channel to Get More RV Travel Videos and Tips: https://www.youtube.com/roadtrekingmike?sub_confirmation=1

Looking to buy an RV? Check out our detailed guide on the ins-and-outs of buying an RV: https://roadtreking.com/buy

JOIN OUR RV COMMUNITY (free!) and get our weekly RV insiders newsletter, plus exclusive member-only discounts, free guides and other perks at https://roadtreking.com/newsletter

Check out our apparel store!  Get hats, T-shirts, sweatshirts and clothing that shows your love of camping, exploring and the RV Lifestyle at http://shop.rvlifestyle.com

To see master lists of all the products, apps, gadgets and gizmos that we mention on the blog, podcast or here on the RV Lifestyle Channel, go to http://roadtreking.com/gear  We update the lists regularly as we try or hear about new stuff of interest to RVers.

Don't forget to like us on Facebook:
https://www.facebook.com/roadtreking

Join the RV Lifestyle community on Facebook:
https://www.facebook.com/groups/roadtreking

Follow us on Twitter:
https://twitter.com/roadtreking

Watch More: 
RV Tips & How-To's: https://www.youtube.com/playlist?list=PLomKLKY-E0SfwOSDfQI9kxALS2a5NJus_
Best RV Trips: https://www.youtube.com/playlist?list=PLomKLKY-E0Se84SrAIrwXcnpu91pjTw4L
How We Roll: https://www.youtube.com/playlist?list=PLomKLKY-E0SfhmvurXWWML0p5y1BTd4ZM

We're journalists Mike and Jennifer Wendland, and we travel the country in an RV doing RV travel videos about the RV Lifestyle. Please subscribe to our channel for more RV Lifestyle videos! We like to virtually take you with us and regularly do live reports from our RV travels and also post new RV videos a couple times a week. Pleas subscribe so you'll know when there's new content here.

#RVlifestyle #q&a #RVtravel

DISCLAIMER: We often review or link to products & services we regularly use and think you might find helpful. To support the channel, we use Affiliate links wherever possible, which means if you click one of the links in this video or description and make a purchase we may receive a small commission or other compensation. Thanks for the support!",Travel
kakOJ1VnAKE,It’s Just Hunger Pains! Relax!,"#JeremyClodfelter #Travel #Thailand
Traveling Thailand is not always easy. Working in Thailand complicates my ability to travel various parts of Thailand. During this video, I talked about a previously released video regarding what my diet is like here in Thailand. My subscribers gave me some excellent suggestions.This travel vlog was dedicated to improving my channel and the content I provide to all of you. Thank you all for your contributions, as they play a huge role in keeping the content on this channel fresh and accurate. I really enjoy delivering accurate content to all of you!
More to come from Pattaya, Thailand this weekend. More island hopping and island videos coming from the Pattaya beach area. I also plan to spend New Year's in Pattaya.

I really hope you enjoy these live streams and travel vlogs as much as I love making them. They are just another reason I love being an expat in Thailand. Whatever you do today, be sure to DoMoreLife!


To sponsor a video or contribute to the content on this channel, make your contribution here by copying and pasting this link in a new window:
www.paypal.me/jeremyclodfelter1980
You may also request your own private content by messaging me on fb messenger!

This is a fun channel dedicated to travel, photography, and education.

Need travel equipment:
https://www.amazon.com/shop/jeremyclodfelter

https://www.facebook.com/jeremy.clodfelter.travels.seasia

Instagram @jeremy.clodfelter

Disclaimer and Disclosure:
These links are affiliate links, meaning if you buy a product via these links, I may receive a commission on the sale. 
Note: I cannot guarantee the level satisfaction you will receive from these products. My evaluation and recommendation of these products are based on my experience with them, the experience of others, and/or the manufacturer’s suggested quality. You results may vary.",Travel
qD1wP252_LE,How To Buy A Plane Ticket Online - How To Travel Esp. 3,"Please like and share this video. Subscribe to The Skychi Travel Guide Live Channel for more videos. Subscribe to our blog The Skychi Travel Guide http://theskychitravelguide.blogspot.com.

How to buy a plane ticket online- this video is a tutorial of how to make a reservation and purchase your airfare online at the airline website.

Please like the video if you found this information helpful. Comment below if have questions about buying an airlines ticket. What other travel topics would you like me to cover in my next video?

Read my blog: The Skychi Travel Guide

http://theskychitravelguide.blogspot.com

What travel tips would you like to see answered by Janice ""Skychitravels""?

Comment below

The Skychi Travel Guide Live Online Radio Show & Google Hangout On Air :Flight Tales, Flying Insider Secrets, Flying Hot Topics
Every Travel Tuesdays from 1 pm to 2 pm CST

Urban Talk Live 
http://urbanbroadcastmedia.com/dj/skychi-travel-guide-live

Listen and Call in at 312-754-4333

Subscribe for more updates http://feeds.feedburner.com/TheSkychiTravelGuide.

+Urban Broadcast Media

Watch this episode and more in the playlist
This video is part of my weekly flight attendant travel series

Visit my channel for more videos:
Subscribe to receive new videos in your feed:
http://www.youtube.com/subscription_center?add_user=jtemplerobinson
http://www.youtube.com/subscription_center?add_user=skychitravels

Like it? Share on Facebook:
Like my Facebook Fan-Page! http://www.facebook.com/TheSkychiTravelGuide
Tweet this video!


CONNECT WITH ME!
The Skychi Travel Guide http://theskychitravelguide.blogspot.com

Twitter http://twitter.com/skychi_travels

Facebook at http://www.facebook.com/TheSkychiTravelGuide

Pinterest http://pinterest.com/skychitravels/

Youtube http://youtube.com/user/jtemplerobinson

Youtube http://youtube.com/user/skychitravels

Subscribe
http://www.youtube.com/subscription_center?add_user=TSTGLive

Trip Advisor http://www.tripadvisor.com/members/SkychiTravels

Goggle Plus http://plus.google.com/112915558095283084432

The Skychi Travel Guide Google Plus Page:
http://plus.google.com/114185533550463652486

Janice Temple Travel Agent Google+ Page
http://plus.google.com/110351720851590435919/110351720851590435919


Janice Temple Social Media and Consulting Services Google+ Page

http://plus.google.com/117821849562225677232/117821849562225677232


Flickr http://www.flickr.com/photos/skychitravels


RSS Feed
http://gdata.youtube.com/feeds/base/users/jtemplerobinson/uploads?alt=rss&v=2&orderby=published&client=ytapi-youtube-profile",Travel
2YHObchBVZw,"BigRigTravels LIVE! Schuyler, Nebraska to Wamsutter, Wyoming US 30, I-80-Oct. 24, 2018","From Schuyler, NE west on US 30 through Columbus to Grand Island, NE, Stuhr Rd. south to US 34 on the east side of Grand Island, then US 34 west to I-80. Then west on I-80 across central and western Nebraska into Wyoming, through Cheyenne, Laramie and Rawlins to Wamsutter, WY.

Trip: North Platte, NE-Schuyler, NE-Salt Lake City, UT-Stockton, CA(1815 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Facebook: https://www.facebook.com/BigRigTravels/
Road Crew Page :https://www.facebook.com/groups/183265405558688/  #trucking #BigRigTravels #BigRigSteve",Travel
RudSMWWWXuA,"BigRigTravels LIVE!  Laramie to Riner, Wyoming Interstate 80 West- 🎄 Ｍｅｒｒｙ　Ｃｈｒｉｓｔｍａｓ! 🎅","Christmas Day drive through snow with near whiteout conditions west of Laramie, around Elk Mountain through Rawlins to where signal cuts out near Riner, WY.

Trip: Breinigsville, PA-Palmyra, PA-Ogden, UT(2087 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

BigRigTravels Sidetracks Channel: https://www.youtube.com/channel/UC2MBrtE00CcpEEDN48O66Uw

Facebook: https://www.facebook.com/BigRigTravels/ Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise  #trucking #BigRigTravels #BigRigSteve",Travel
ulCJ0QhxsDE,"BigRigTravels LIVE! Concord, North Carolina to Gaffney, South Carolina I-85 South-Mar. 12, 2019","Trip: Concord, NC-Gaffney, SC-Streetsboro, OH(619 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #interstate85",Travel
pb7X6rKvPFU,"BigRigTravels LIVE! Rolla to Joplin, Missouri Interstate 44 West-Feb. 24, 2019","West on I-44 from Rolla, MO through Springfield to Joplin, MO.

Trip:  Aurora, IL-Belvidere, IL-Pauls Valley, OK(910 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #missouri",Travel
Ts_z99tndY8,Rosetta Stone Google+ Travel Hangout - Foreign Language Week 2013,"In this Google Hangout, Rosetta Stone celebrates Foreign Language Week 2013 and discusses language learning and travel on Google+: https://plus.google.com/+RosettaStone 

Rosetta Stone Studio Coaches answer questions from real language learners and viewers.

Learn more about Rosetta Studio sessions, travel stories, travel photography, languages, and living abroad by asking questions and by reach out to us on social media:

http://www.facebook.com/RosettaStone
http://twitter.com/rosettastone
http://www.rosettastone.com
http://blog.rosettastone.com",Travel
Kd2o30dgqUk,How to choose a cruise ship cabin,"Your room on a cruise ship is called a cabin (or stateroom) and is akin to a hotel room, but typically much smaller. Choosing a cruise ship cabin can be fun and challenging at the same time, and not just a little bit frustrating on occasion. Cabins fall into different types or ""categories,"" and some cruise lines will present as many as 20 or more categories per ship. Before you get overwhelmed, we have some easy ways to figure out which is the right choice for you!

[Subscribe for more Royal Caribbean videos!]
https://is.gd/p6dgx0

[Listen to our Podcast]
https://www.royalcaribbeanblog.com/podcast

[Social Links]
https://www.facebook.com/royalcaribbeanblog
http://twitter.com/therclblog
http://instagram.com/royalcaribbeanblog",Travel
qnqo1t8lDvA,"BigRigTravels LIVE! Myrtle Creek to Yoncalla, Oregon Interstate 5 North-Mar. 3, 2019","I-5 North from Myrtle Creek, OR through Roseburg to near Yoncalla, OR where signal goes out.

Trip:  Barstow, CA-Kent, WA(1156 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #interstate5",Travel
hDsDrGmg304,"BigRigTravels LIVE! Bloomington,  Illinois to Rolla, Missouri I-55 &amp; I-44-Feb. 24, 2019","From Bloomington, IL south on I-55 through Springfield to the St. Louis area, taking I-255 and I-270 into Missouri and around the city to I-44, then I-44 west to Rolla, MO.

Trip:  Aurora, IL-Belvidere, IL-Pauls Valley, OK(910 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #",Travel
diwXk9ubiNs,"BigRigTravels LIVE! Watching the trucks at Love&#39;s truckstop in Statesville,  North Carolina","Just watching trucks maneuvering around the Love's truckstop in Statesville,  North Carolina while BigRigSteve chats with the road Crew and answers questions live

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #  #",Travel
4n8jbK0Napg,"BigRigTravels LIVE!  Odessa, Nebraska to Oak Grove, Missouri-Mar. 9, 2019","Begin in Odessa, NE east on I-80 to Lincoln, then through Lincoln on US 77 and NE Hwy. 2, east on NE 2 through Nebraska City over the Missouri River into Iowa to I-29. Then south on I-29 into Missouri, through St. Joseph to Kansas City, taking I-435 around Kansas City to I-70, then east on I-70 to Oak Grove, MO.

Trip: Burbank, WA-Pasco, WA-Concord, NC(2657 miles)

Trucking in America. Reality and Slow TV in its original and truest form.

To learn more about BigRigTravels, visit these links:

Homepage with Blog, Trip Maps, GPS and more: http://bigrigtravels.com

Get your BigRigTravels shirts and decals at https://bigrigtravels.com/merchandise

Road Crew Facebook Page :https://www.facebook.com/groups/183265405558688/

#bigrigtravels  #trucking  #nebraska",Travel
